idx,anchor,purpose,url,slug,kind,status,http_status,chars,title,html_file,text_file,shot_file,accessed_at,error
11,Schiphol Group – Annual Reports,Quy mô / đầu tư / tài chính / chiến lược,https://www.schiphol.nl/en/schiphol-group/annual-reports/,11_schiphol_group_annual_reports,html,ok,200,5095,Schiphol | Schiphol Group's Annual Report,pages/11_schiphol_group_annual_reports.html,pages/11_schiphol_group_annual_reports.txt,pages/11_schiphol_group_annual_reports.png,2026-08-08T03:44:19.086838+00:00,
12,Schiphol Group – Facts & Figures,Số liệu tổng quan,https://www.schiphol.nl/en/schiphol-group/facts-and-figures/,12_schiphol_group_facts_figures,html,ok,200,3289,Schiphol | Facts and figures from the annual report,pages/12_schiphol_group_facts_figures.html,pages/12_schiphol_group_facts_figures.txt,pages/12_schiphol_group_facts_figures.png,2026-08-08T03:44:29.075213+00:00,
13,Schiphol Group – Vision 2050,Tầm nhìn / định hướng,https://www.schiphol.nl/en/schiphol-group/strategic-qualities/,13_schiphol_group_vision_2050,html,ok,200,6402,Schiphol | Focus on six strategic pillars,pages/13_schiphol_group_vision_2050.html,pages/13_schiphol_group_vision_2050.txt,pages/13_schiphol_group_vision_2050.png,2026-08-08T03:44:34.055595+00:00,
14,Schiphol Group – Strategy,Bối cảnh & chiến lược,https://www.schiphol.nl/en/schiphol-group/strategy,14_schiphol_group_strategy,html,ok,200,4806,Schiphol | Our strategy,pages/14_schiphol_group_strategy.html,pages/14_schiphol_group_strategy.txt,pages/14_schiphol_group_strategy.png,2026-08-08T03:44:37.598805+00:00,
15,Schiphol Real Estate – Schiphol East,Phân khu / sản phẩm,https://www.schiphol.nl/en/real-estate/schiphol-oost/,15_schiphol_real_estate_schiphol_east,html,ok,200,6802,Schiphol | Schiphol-Oost - Offices with a unique character,pages/15_schiphol_real_estate_schiphol_east.html,pages/15_schiphol_real_estate_schiphol_east.txt,pages/15_schiphol_real_estate_schiphol_east.png,2026-08-08T03:44:42.121638+00:00,
16,Schiphol Real Estate – Parcels Schiphol East,Quy hoạch đất / phát triển mới,https://www.schiphol.nl/en/real-estate/properties/parcels-at-schiphol-oost/,16_schiphol_real_estate_parcels_schiphol_east,html,ok,200,6605,Schiphol | Parcels at Schiphol-East - A blank canvas for businesses,pages/16_schiphol_real_estate_parcels_schiphol_east.html,pages/16_schiphol_real_estate_parcels_schiphol_east.txt,pages/16_schiphol_real_estate_parcels_schiphol_east.png,2026-08-08T03:44:47.503557+00:00,
17,SADC – Schiphol Logistics Park,Logistics / phân khu,https://www.sadc.nl/locaties/schiphol-logistics-park/,17_sadc_schiphol_logistics_park,html,ok,200,13095,Schiphol Logistics Park - SADC,pages/17_sadc_schiphol_logistics_park.html,pages/17_sadc_schiphol_logistics_park.txt,pages/17_sadc_schiphol_logistics_park.png,2026-08-08T03:44:59.280886+00:00,
18,SADC – Schiphol Logistics Park Facts & Figures,Quy mô / connectivity,https://www.sadc.nl/locaties/schiphol-logistics-park/facts-figures/,18_sadc_schiphol_logistics_park_facts_figures,html,ok,200,9898,Facts & figures - SADC,pages/18_sadc_schiphol_logistics_park_facts_figures.html,pages/18_sadc_schiphol_logistics_park_facts_figures.txt,pages/18_sadc_schiphol_logistics_park_facts_figures.png,2026-08-08T03:45:11.228246+00:00,
19,SADC – Schiphol Trade Park,Aerotropolis mở rộng / quy hoạch vùng,https://www.sadc.nl/were-hard-at-work-at-schiphol-trade-park/,19_sadc_schiphol_trade_park,html,ok,200,16310,We’re hard at work at Schiphol Trade Park - SADC,pages/19_sadc_schiphol_trade_park.html,pages/19_sadc_schiphol_trade_park.txt,pages/19_sadc_schiphol_trade_park.png,2026-08-08T03:45:14.963748+00:00,
20,SADC – Schiphol Trade Park Sustainability,Sustainability,https://www.sadc.nl/schiphol-trade-park-the-worlds-most-sustainable-logistic-business-park/,20_sadc_schiphol_trade_park_sustainability,html,ok,200,13678,Schiphol Trade Park: the world’s most sustainable logistic business park - SADC,pages/20_sadc_schiphol_trade_park_sustainability.html,pages/20_sadc_schiphol_trade_park_sustainability.txt,pages/20_sadc_schiphol_trade_park_sustainability.png,2026-08-08T03:45:25.652008+00:00,
21,MRA – Metropoolregio Amsterdam,Quy hoạch cấp vùng / Aerotropolis,https://www.metropoolregioamsterdam.nl/,21_mra_metropoolregio_amsterdam,html,ok,200,5219,"Metropoolregio Amsterdam – samenwerkingsverband van de provincies Noord-Holland en Flevoland, 30 gemeenten en de Vervoerregio Amsterdam.",pages/21_mra_metropoolregio_amsterdam.html,pages/21_mra_metropoolregio_amsterdam.txt,pages/21_mra_metropoolregio_amsterdam.png,2026-08-08T03:45:30.107319+00:00,
22,MRA – Strategic Key Areas,Định vị vùng,https://www.metropoolregioamsterdam.nl/wp-content/uploads/2020/06/Strategische-notitie-sleutelgebieden.pdf,22_mra_strategic_key_areas,pdf,error,404,0,,,,,2026-08-08T03:45:38.897251+00:00,HTTP 404
23,Haarlemmermeer Municipality,Quy hoạch đô thị,https://haarlemmermeergemeente.nl/,23_haarlemmermeer_municipality,html,ok,200,2717,"De gemeente is er voor u, aan de balie of gewoon vanuit huis | gemeente Haarlemmermeer",pages/23_haarlemmermeer_municipality.html,pages/23_haarlemmermeer_municipality.txt,pages/23_haarlemmermeer_municipality.png,2026-08-08T03:45:40.512903+00:00,
24,Haarlemmermeer – Environmental Vision,Quy hoạch / tầm nhìn,https://haarlemmermeergemeente.nl/informeer-online/ontwerp-omgevingsvisie-is-toekomstbeeld-gemeente,24_haarlemmermeer_environmental_vision,html,http_error,404,1255,Pagina niet gevonden | InforMeer,pages/24_haarlemmermeer_environmental_vision.html,pages/24_haarlemmermeer_environmental_vision.txt,pages/24_haarlemmermeer_environmental_vision.png,2026-08-08T03:45:49.883128+00:00,HTTP 404
25,NS – Travel to Schiphol,Thuận tiện / Rail,https://www.ns.nl/en/travel/destinations/schiphol,25_ns_travel_to_schiphol,html,ok,200,11776,Travel to Schiphol by train | Travel | NS,pages/25_ns_travel_to_schiphol.html,pages/25_ns_travel_to_schiphol.txt,pages/25_ns_travel_to_schiphol.png,2026-08-08T03:45:54.110703+00:00,
26,NS – International airport connections,International connectivity,https://www.ns.nl/en/travel/destinations/taking-the-train-to-the-airport,26_ns_international_airport_connections,html,ok,200,11676,Travel to the airport by train | Travel | NS,pages/26_ns_international_airport_connections.html,pages/26_ns_international_airport_connections.txt,pages/26_ns_international_airport_connections.png,2026-08-08T03:46:02.322684+00:00,
27,Dutch Government – Aviation Policy,Bối cảnh chính sách,https://www.rijksoverheid.nl/themas/verkeer-en-vervoer/luchtvaart/ontwikkeling-luchtvaart,27_dutch_government_aviation_policy,html,ok,200,3171,Ontwikkeling luchtvaart | Rijksoverheid.nl,pages/27_dutch_government_aviation_policy.html,pages/27_dutch_government_aviation_policy.txt,pages/27_dutch_government_aviation_policy.png,2026-08-08T03:46:07.374099+00:00,
28,Schiphol Airport History,Lịch sử phát triển,https://www.schiphol.nl/en/you-and-schiphol/airport-history/,28_schiphol_airport_history,html,ok,200,16746,Schiphol | Airport history,pages/28_schiphol_airport_history.html,pages/28_schiphol_airport_history.txt,pages/28_schiphol_airport_history.png,2026-08-08T03:46:13.278328+00:00,
29,Schiphol – Airport of the Future,Quy hoạch tương lai / đầu tư,https://www.schiphol.nl/en/projects/all-schiphol-projects/we-re-building-the-airport-of-the-future/,29_schiphol_airport_of_the_future,html,ok,200,4034,Schiphol | Schiphol Tomorrow | We’re building the airport of the future,pages/29_schiphol_airport_of_the_future.html,pages/29_schiphol_airport_of_the_future.txt,pages/29_schiphol_airport_of_the_future.png,2026-08-08T03:46:21.606763+00:00,
